latitude,longitude,crime_type,crime_severity,date,time,hour,area,lighting_score,cctv_score,crowd_density,police_proximity,is_night
12.969986,77.726287,Assault,7.1,2024-12-18,22:33,22,Whitefield,0.85,0.25,0.18,0.71,1
12.956439,77.626792,Assault,6.3,2023-08-12,21:30,21,Domlur,0.9,0.27,0.95,0.71,1
12.97782,77.580834,Eve Teasing,5.9,2023-09-29,19:15,19,Majestic,0.29,0.2,0.32,0.66,0
12.863455,77.555808,Robbery,6.2,2024-11-10,03:58,3,Random Spread,0.54,0.01,0.87,0.96,1
12.920171,77.622195,Cybercrime,6.6,2024-08-11,10:31,10,Koramangala,0.88,0.49,0.99,0.92,0
12.979162,77.623245,Vehicle Theft,3.2,2024-03-09,01:08,1,Indiranagar,0.53,0.54,0.55,0.45,1
12.968612,77.66207,Robbery,7.6,2023-11-20,21:44,21,Indiranagar,0.72,0.01,0.29,0.62,1
12.966654,77.563903,Assault,5.7,2023-09-27,02:16,2,Majestic,0.31,0.47,0.65,0.43,1
12.907299,77.605563,Cybercrime,6.0,2024-01-09,13:44,13,BTM Layout,0.87,0.28,0.26,0.22,0
12.97182,77.630998,Vandalism,2.5,2023-08-30,03:46,3,Indiranagar,0.6,0.86,0.28,0.82,1
12.997816,77.666039,Robbery,7.3,2023-05-18,21:11,21,Random Spread,1.0,0.85,0.57,0.75,1
12.973994,77.607053,Cybercrime,5.3,2024-02-12,17:54,17,Chickpet,0.19,0.16,0.29,0.33,0
12.944497,77.636003,Chain Snatching,5.1,2024-07-27,17:16,17,Domlur,0.6,0.81,0.41,0.47,0
12.983202,77.573184,Assault,7.3,2024-10-27,19:12,19,Chickpet,0.68,0.17,0.8,0.42,0
13.027152,77.558134,Drug Offense,5.2,2024-09-20,03:56,3,Hebbal,0.36,0.63,0.23,0.25,1
12.992336,77.556964,Assault,6.6,2023-03-15,00:36,0,Majestic,0.17,0.34,0.38,0.69,1
12.894316,77.61285,Vehicle Theft,5.7,2024-01-07,00:17,0,BTM Layout,0.77,0.52,0.51,0.25,1
12.958906,77.570743,Theft,3.0,2024-12-18,20:42,20,Majestic,0.77,0.21,0.46,0.19,1
12.979442,77.694405,Cybercrime,4.6,2023-03-27,00:49,0,Marathahalli,0.19,0.62,0.18,0.94,1
12.955325,77.570578,Pickpocketing,2.9,2024-10-03,09:47,9,Majestic,0.21,0.53,0.25,0.13,0
12.965252,77.599552,Assault,6.9,2024-07-07,10:55,10,Chickpet,0.94,0.55,0.22,0.95,0
12.950402,77.611384,Drug Offense,7.2,2024-07-31,03:40,3,Domlur,0.49,0.64,0.58,0.92,1
12.957757,77.768618,Cybercrime,4.2,2024-02-27,02:28,2,Whitefield,0.33,0.3,0.1,0.83,1
12.949212,77.635506,Robbery,6.0,2024-05-18,00:34,0,Indiranagar,0.95,0.48,0.11,0.49,1
13.13296,77.587314,Vehicle Theft,4.1,2024-02-26,21:35,21,Yelahanka,0.89,0.44,0.32,0.74,1
12.975472,77.652393,Pickpocketing,2.2,2024-10-02,07:16,7,Indiranagar,0.32,0.76,0.92,0.83,0
12.89978,77.586199,Vehicle Theft,3.8,2023-07-12,01:51,1,Bannerghatta Road,0.87,0.18,0.36,0.67,1
12.91783,77.635932,Vandalism,3.0,2023-11-25,03:39,3,BTM Layout,0.12,0.05,0.58,0.27,1
12.966485,77.643786,Chain Snatching,5.3,2023-01-09,08:45,8,Indiranagar,0.31,0.15,0.54,0.41,0
12.962355,77.594679,Vehicle Theft,4.4,2023-02-02,15:23,15,Majestic,0.4,0.84,0.96,0.15,0
12.983105,77.56876,Pickpocketing,2.6,2023-09-14,17:11,17,Chickpet,0.84,0.83,0.21,0.79,0
12.96528,77.635095,Eve Teasing,6.0,2023-02-04,21:15,21,Indiranagar,0.28,0.74,0.18,0.7,1
12.998143,77.584241,Eve Teasing,6.7,2023-06-12,23:19,23,Majestic,0.67,0.04,0.94,0.57,1
12.9925,77.615856,Vehicle Theft,4.1,2023-02-23,23:12,23,Shivajinagar,0.88,0.22,0.2,0.67,1
12.957028,77.63569,Assault,7.3,2024-02-10,02:17,2,Domlur,0.81,0.01,0.14,0.81,1
12.908925,77.615869,Cybercrime,6.1,2023-09-12,04:23,4,Bannerghatta Road,0.24,0.09,0.66,0.94,1
12.94816,77.712873,Theft,4.8,2023-04-20,00:09,0,Marathahalli,0.21,0.23,0.98,0.81,1
13.058937,77.702556,Assault,5.8,2024-12-06,14:46,14,Random Spread,0.44,0.72,0.33,0.14,0
13.043874,77.613088,Cybercrime,5.0,2024-08-03,17:44,17,Hebbal,0.27,0.35,0.76,0.35,0
12.924852,77.606944,Vandalism,2.1,2023-06-08,17:10,17,BTM Layout,0.5,0.82,0.59,0.51,0
12.969373,77.569971,Drug Offense,5.1,2024-01-08,22:56,22,Shivajinagar,0.8,0.24,0.75,0.69,1
12.967853,77.640472,Drug Offense,7.0,2024-07-18,06:33,6,Domlur,0.24,0.28,0.47,0.39,0
12.980902,77.593625,Chain Snatching,6.5,2023-05-13,07:02,7,Shivajinagar,0.26,0.03,0.2,0.27,0
12.976573,77.564269,Theft,4.6,2024-06-22,01:24,1,Rajajinagar,0.66,0.59,0.14,0.3,1
12.842526,77.664721,Chain Snatching,5.5,2023-03-23,08:41,8,Electronic City,0.52,0.64,0.42,0.77,0
12.991647,77.747379,Pickpocketing,4.5,2023-09-30,22:03,22,Whitefield,0.58,0.73,0.85,0.17,1
13.045743,77.614602,Eve Teasing,5.9,2024-06-28,03:06,3,Hebbal,0.45,0.19,0.69,0.61,1
12.921394,77.610555,Robbery,8.2,2024-10-15,01:26,1,BTM Layout,0.62,0.67,0.73,0.48,1
12.931396,77.574681,Chain Snatching,5.2,2023-12-12,08:35,8,Jayanagar,0.69,0.53,0.64,0.94,0
12.845688,77.636329,Assault,6.5,2024-10-10,22:54,22,Electronic City,0.49,0.73,0.65,0.61,1
13.105232,77.621933,Eve Teasing,6.0,2024-01-04,22:59,22,Yelahanka,0.97,0.45,0.46,0.75,1
12.870812,77.598676,Vehicle Theft,6.0,2023-11-06,01:08,1,Bannerghatta Road,0.11,0.98,0.29,0.38,1
12.971907,77.70358,Vehicle Theft,4.7,2024-08-08,16:35,16,Marathahalli,0.24,0.04,0.42,0.22,0
12.889964,77.604671,Assault,6.0,2023-11-04,07:14,7,Bannerghatta Road,0.18,0.4,0.93,0.76,0
12.931856,77.610892,Assault,8.3,2024-12-07,05:31,5,Koramangala,0.73,0.82,0.19,0.68,1
12.849371,77.637792,Theft,2.3,2023-02-27,18:24,18,Electronic City,0.93,0.33,0.89,0.49,0
13.017862,77.603669,Chain Snatching,6.0,2024-09-08,07:47,7,Hebbal,0.94,0.63,0.67,0.15,0
12.971114,77.596213,Drug Offense,6.5,2023-08-15,22:20,22,Chickpet,0.24,0.67,1.0,0.97,1
12.962672,77.582969,Vandalism,2.9,2024-02-08,22:14,22,Majestic,0.23,0.34,0.53,0.77,1
12.905502,77.568312,Drug Offense,6.5,2024-12-15,21:25,21,Jayanagar,0.22,0.13,0.6,0.54,1
12.927336,77.604508,Vandalism,3.0,2023-09-06,02:47,2,BTM Layout,0.16,0.78,0.39,0.93,1
12.922569,77.468953,Chain Snatching,5.1,2023-07-15,18:27,18,Random Spread,0.39,0.59,0.12,0.37,0
13.03917,77.610989,Assault,7.5,2024-03-27,02:28,2,Hebbal,0.14,0.82,0.28,0.44,1
12.981073,77.629689,Chain Snatching,6.8,2023-06-01,07:15,7,Domlur,0.88,0.82,0.11,0.72,0
12.949338,77.594027,Chain Snatching,5.0,2024-07-04,18:01,18,Majestic,0.29,0.55,0.78,0.59,0
12.97306,77.734856,Vandalism,3.4,2023-01-19,04:44,4,Whitefield,0.44,0.91,0.57,0.33,1
12.926172,77.627453,Theft,4.5,2023-02-24,01:44,1,Koramangala,0.52,0.95,0.16,0.69,1
12.990742,77.729172,Assault,8.5,2024-10-26,00:18,0,Marathahalli,0.45,0.98,0.56,0.74,1
12.914661,77.606388,Assault,5.4,2023-07-23,00:34,0,Bannerghatta Road,0.55,0.46,0.93,0.12,1
12.983901,77.615874,Eve Teasing,5.0,2023-06-10,09:21,9,Shivajinagar,0.12,0.68,0.42,0.37,0
12.973737,77.563142,Drug Offense,5.8,2024-02-01,20:40,20,Majestic,0.9,0.81,0.13,0.6,1
12.986861,77.762177,Vehicle Theft,4.2,2023-05-21,23:57,23,Whitefield,0.18,0.38,0.96,0.65,1
12.939691,77.693808,Eve Teasing,4.7,2023-11-16,22:09,22,Marathahalli,0.92,0.33,0.59,0.29,1
12.956538,77.575542,Robbery,6.6,2023-05-22,02:51,2,Chickpet,0.38,0.71,0.57,0.22,1
13.005188,77.606331,Robbery,6.5,2023-03-11,18:58,18,Shivajinagar,0.6,0.95,0.21,0.39,0
12.982991,77.629205,Robbery,8.9,2024-02-26,10:56,10,Random Spread,0.37,0.75,0.84,0.67,0
12.975552,77.645685,Vehicle Theft,3.4,2023-01-27,22:06,22,Domlur,0.79,0.61,0.34,0.61,1
12.997453,77.565824,Eve Teasing,3.1,2023-03-23,19:43,19,Majestic,0.72,0.48,0.55,0.64,0
12.983515,77.657219,Assault,6.9,2023-06-17,23:31,23,Domlur,0.27,0.03,0.79,0.11,1
12.895338,77.592483,Vehicle Theft,5.0,2023-07-27,07:47,7,BTM Layout,0.78,0.07,0.93,0.99,0
12.979336,77.539468,Vandalism,2.9,2023-09-10,00:55,0,Majestic,0.48,0.78,0.65,0.84,1
12.980929,77.574766,Assault,7.4,2024-06-21,01:36,1,Chickpet,0.68,0.7,0.13,0.2,1
13.108304,77.588409,Cybercrime,7.0,2024-06-15,01:56,1,Yelahanka,0.58,0.98,0.14,0.45,1
12.917417,77.623674,Theft,5.5,2023-10-20,22:25,22,Koramangala,0.52,0.42,0.65,0.15,1
12.976305,77.603201,Drug Offense,6.9,2023-04-03,14:53,14,Majestic,0.75,0.11,0.8,0.94,0
12.971702,77.648037,Drug Offense,6.4,2023-07-03,02:20,2,Domlur,0.51,0.9,0.91,0.89,1
12.901524,77.614627,Chain Snatching,6.7,2023-06-17,20:41,20,BTM Layout,0.75,0.12,0.2,0.5,1
12.976163,77.752087,Assault,7.9,2024-06-07,01:24,1,Whitefield,0.65,0.16,0.6,0.14,1
12.974997,77.567634,Robbery,8.0,2023-06-03,18:55,18,Majestic,0.25,0.14,0.79,0.15,0
12.98897,77.594404,Vehicle Theft,4.9,2023-05-01,00:18,0,Shivajinagar,0.91,0.96,0.1,0.79,1
12.99679,77.586255,Theft,4.2,2023-01-06,01:31,1,Shivajinagar,0.65,0.49,0.3,0.69,1
12.926783,77.624276,Cybercrime,5.4,2023-09-08,02:38,2,Koramangala,0.89,0.28,0.67,0.84,1
12.933164,77.587213,Eve Teasing,5.6,2023-02-07,19:03,19,Majestic,0.23,0.03,0.62,0.64,0
12.970712,77.578435,Assault,6.7,2023-07-02,01:06,1,Chickpet,0.25,0.28,0.69,0.73,1
12.932537,77.688106,Vandalism,3.5,2024-01-04,05:29,5,Marathahalli,0.94,0.09,0.37,0.43,1
13.019144,77.605506,Pickpocketing,3.7,2023-10-27,13:53,13,Hebbal,0.52,0.12,0.87,0.4,0
12.967029,77.696494,Pickpocketing,3.8,2023-04-22,19:13,19,Marathahalli,0.61,0.98,0.58,0.18,0
12.887174,77.592771,Vandalism,2.9,2023-11-21,22:18,22,Bannerghatta Road,0.33,0.58,0.66,0.93,1
12.905481,77.597946,Vandalism,3.3,2024-05-19,02:46,2,BTM Layout,0.83,0.88,0.31,0.36,1
13.115863,77.636348,Eve Teasing,5.5,2023-05-01,18:29,18,Yelahanka,0.76,0.21,0.65,0.47,0
12.984519,77.583776,Theft,4.6,2023-01-12,23:51,23,Majestic,0.68,0.69,0.33,0.16,1
12.983631,77.603907,Vehicle Theft,3.0,2024-12-03,23:49,23,Majestic,0.4,0.4,0.61,0.96,1
12.957501,77.518716,Robbery,8.0,2024-04-30,23:59,23,Majestic,0.82,0.65,0.53,0.66,1
12.909774,77.64025,Drug Offense,7.4,2023-02-27,14:50,14,BTM Layout,0.85,0.3,0.75,0.38,0
12.96833,77.66339,Drug Offense,7.7,2023-12-29,01:51,1,Domlur,0.16,0.15,0.86,0.41,1
13.00195,77.572326,Pickpocketing,3.8,2023-07-11,09:36,9,Majestic,0.64,0.86,0.78,0.73,0
12.924865,77.611713,Assault,5.3,2023-09-01,08:26,8,Koramangala,0.43,0.83,0.37,0.57,0
12.933929,77.598575,Robbery,6.6,2023-04-05,21:49,21,BTM Layout,0.5,0.02,0.53,0.55,1
12.964592,77.69281,Eve Teasing,6.5,2023-11-14,21:46,21,Marathahalli,0.8,0.14,0.88,0.84,1
13.095193,77.604071,Drug Offense,7.2,2024-04-15,04:13,4,Yelahanka,0.45,0.86,0.2,0.38,1
12.94933,77.623255,Theft,2.3,2024-04-23,19:55,19,Koramangala,0.9,0.1,0.79,0.77,0
12.942551,77.697008,Theft,5.6,2023-11-25,21:40,21,Marathahalli,0.28,0.29,0.58,0.8,1
12.965631,77.657278,Chain Snatching,4.3,2024-09-29,08:17,8,Indiranagar,0.6,0.1,0.59,0.59,0
12.936846,77.753512,Vehicle Theft,3.7,2023-03-14,23:36,23,Whitefield,0.38,0.89,0.59,0.15,1
13.003519,77.769341,Theft,2.4,2023-02-25,00:03,0,Whitefield,0.18,0.39,0.73,0.9,1
12.983577,77.746447,Cybercrime,6.3,2024-12-31,09:21,9,Whitefield,0.78,0.81,0.17,0.93,0
12.96734,77.682712,Cybercrime,6.2,2024-12-16,02:52,2,Marathahalli,0.52,0.46,0.72,0.74,1
12.984809,77.7422,Cybercrime,6.4,2024-09-23,07:09,7,Whitefield,0.33,0.36,0.27,0.93,0
12.989648,77.547153,Assault,7.0,2023-03-08,10:29,10,Rajajinagar,0.53,0.35,0.52,0.25,0
12.92097,77.621514,Assault,5.4,2023-04-20,21:32,21,BTM Layout,0.39,0.65,0.81,0.58,1
12.947438,77.594087,Pickpocketing,2.7,2023-06-12,09:39,9,BTM Layout,0.98,0.38,0.41,0.83,0
12.980247,77.575642,Vandalism,3.6,2024-07-11,01:36,1,Majestic,0.72,0.17,0.7,0.77,1
12.933926,77.631738,Vandalism,3.2,2023-11-30,03:37,3,Koramangala,0.6,0.82,0.26,0.96,1
13.040524,77.680541,Chain Snatching,5.8,2024-01-24,20:52,20,Random Spread,0.39,0.64,0.16,0.3,1
12.913693,77.624886,Robbery,6.0,2023-05-31,20:51,20,BTM Layout,0.69,0.45,0.36,0.65,1
12.916991,77.606096,Cybercrime,4.3,2024-08-06,21:56,21,BTM Layout,0.81,0.68,0.93,0.94,1
12.968954,77.702639,Assault,7.4,2024-06-06,18:00,18,Marathahalli,0.46,0.13,0.36,0.43,0
12.962303,77.582036,Drug Offense,6.7,2024-01-03,00:45,0,Majestic,0.2,0.28,0.13,0.49,1
13.103127,77.616164,Vandalism,2.8,2024-01-26,00:45,0,Yelahanka,0.49,0.21,0.26,0.23,1
13.031245,77.567671,Drug Offense,6.3,2023-10-23,01:53,1,Hebbal,1.0,0.67,0.22,0.16,1
12.81125,77.650475,Theft,3.7,2023-05-20,22:42,22,Electronic City,0.18,0.64,0.47,0.51,1
12.927226,77.640383,Vandalism,2.9,2024-03-10,19:11,19,Koramangala,0.6,0.45,0.42,0.27,0
12.929109,77.618301,Vandalism,3.5,2024-12-30,01:54,1,BTM Layout,0.55,0.41,0.59,0.43,1
12.966625,77.563907,Theft,2.5,2024-05-08,00:23,0,Majestic,0.97,0.08,0.76,0.57,1
12.9885,77.57311,Vehicle Theft,5.7,2023-04-01,21:33,21,Chickpet,0.32,0.63,0.7,0.7,1
12.950342,77.658614,Drug Offense,5.2,2023-12-18,09:39,9,Indiranagar,0.58,0.01,0.51,0.92,0
13.106656,77.596037,Vandalism,3.9,2023-10-29,13:22,13,Yelahanka,0.36,0.04,0.93,0.77,0
12.904887,77.585649,Vandalism,3.2,2024-08-09,03:30,3,Bannerghatta Road,0.15,0.99,0.83,0.66,1
12.96146,77.579915,Vehicle Theft,3.2,2023-10-12,22:32,22,Chickpet,0.33,0.62,0.35,0.33,1
12.910469,77.617964,Chain Snatching,4.5,2024-04-02,19:47,19,BTM Layout,0.43,0.18,0.8,0.31,0
12.859141,77.638664,Robbery,9.0,2023-05-29,01:21,1,Electronic City,0.64,0.82,0.85,0.78,1
12.944494,77.642962,Pickpocketing,3.3,2024-10-14,07:42,7,Indiranagar,0.25,0.58,0.86,0.15,0
12.991195,77.600014,Vehicle Theft,3.5,2024-02-13,03:03,3,Shivajinagar,0.53,0.48,0.95,0.93,1
13.111454,77.606412,Eve Teasing,4.9,2023-05-29,23:24,23,Yelahanka,0.58,0.43,0.36,0.82,1
12.977337,77.637822,Pickpocketing,4.9,2023-04-10,16:43,16,Indiranagar,0.93,0.64,0.96,0.49,0
12.958072,77.643302,Vehicle Theft,3.3,2024-11-01,23:51,23,Indiranagar,0.63,0.46,0.71,0.32,1
12.952913,77.622574,Vandalism,3.4,2023-07-04,16:21,16,Koramangala,0.38,0.01,0.11,0.16,0
12.9634,77.696021,Pickpocketing,3.3,2023-08-13,08:43,8,Marathahalli,0.75,0.25,0.13,0.66,0
12.967164,77.56967,Theft,5.3,2024-09-05,21:57,21,Majestic,0.67,0.71,0.21,0.87,1
13.032472,77.603325,Robbery,8.4,2023-07-09,02:36,2,Hebbal,0.91,0.7,0.33,0.52,1
13.108297,77.592507,Chain Snatching,5.3,2024-11-14,17:49,17,Yelahanka,0.79,0.32,0.25,0.17,0
12.985796,77.740418,Theft,3.0,2023-09-29,21:03,21,Whitefield,0.26,0.07,0.98,0.28,1
12.989142,77.623235,Pickpocketing,2.4,2024-03-17,17:06,17,Shivajinagar,0.3,0.64,0.92,0.74,0
12.942866,77.565967,Chain Snatching,6.2,2024-04-01,07:36,7,Majestic,0.12,0.5,0.69,0.1,0
12.883495,77.581483,Theft,4.8,2024-02-05,08:09,8,Bannerghatta Road,0.62,0.52,0.95,0.54,0
13.042225,77.610487,Pickpocketing,4.4,2023-03-13,19:49,19,Hebbal,0.59,0.0,0.96,0.84,0
12.897733,77.594968,Cybercrime,7.0,2023-12-08,17:59,17,Bannerghatta Road,0.71,0.4,0.67,0.96,0
12.971296,77.741492,Chain Snatching,4.2,2024-04-15,21:21,21,Whitefield,0.78,0.29,0.28,0.6,1
12.975803,77.664313,Pickpocketing,3.2,2023-04-20,09:44,9,Random Spread,0.67,0.36,0.18,0.67,0
12.983056,77.592243,Eve Teasing,5.9,2024-08-30,19:01,19,Majestic,0.31,0.39,0.81,0.68,0
12.994354,77.58032,Cybercrime,3.1,2023-02-27,14:01,14,Majestic,0.4,0.72,0.46,0.29,0
13.110399,77.636713,Drug Offense,6.7,2023-03-15,22:47,22,Yelahanka,0.13,0.14,0.69,0.52,1
12.953051,77.616732,Vandalism,2.3,2023-06-26,03:41,3,Domlur,0.67,0.9,0.84,0.19,1
12.985744,77.75404,Vandalism,3.6,2023-04-19,02:04,2,Whitefield,0.2,0.59,0.65,0.16,1
12.960996,77.645539,Eve Teasing,4.6,2023-05-04,23:43,23,Koramangala,0.98,0.58,0.22,0.85,1
12.884084,77.609243,Eve Teasing,4.3,2023-05-04,18:11,18,Bannerghatta Road,0.35,0.76,0.25,0.43,0
12.954917,77.682765,Robbery,6.4,2024-10-09,01:02,1,Marathahalli,0.65,0.78,0.11,0.54,1
12.941988,77.626793,Theft,4.6,2023-10-18,19:45,19,Koramangala,0.47,0.81,0.8,0.72,0
12.899954,77.622926,Eve Teasing,4.8,2023-09-02,20:33,20,Bannerghatta Road,0.94,0.61,0.13,0.26,1
12.897717,77.594735,Cybercrime,6.3,2023-11-05,02:40,2,Bannerghatta Road,0.41,0.0,0.31,0.21,1
12.959547,77.576819,Drug Offense,7.6,2024-07-06,19:23,19,Chickpet,0.56,0.46,0.66,0.29,0
12.913197,77.579082,Theft,4.7,2024-04-30,01:09,1,BTM Layout,0.55,0.16,0.93,0.15,1
12.893929,77.621501,Assault,6.3,2024-04-09,23:16,23,BTM Layout,0.14,0.74,0.93,0.26,1
12.913426,77.610203,Theft,5.6,2024-03-31,19:04,19,BTM Layout,0.63,0.33,0.28,0.71,0
12.971234,77.557761,Assault,5.9,2023-08-31,20:20,20,Majestic,0.76,0.87,0.44,0.3,1
12.852882,77.703894,Cybercrime,4.7,2023-08-10,01:56,1,Electronic City,0.94,0.45,0.45,0.22,1
12.965418,77.586027,Eve Teasing,4.3,2023-02-02,20:12,20,Chickpet,0.72,0.06,0.22,0.87,1
12.960848,77.576136,Cybercrime,6.5,2024-09-10,10:14,10,Majestic,0.24,0.79,0.96,0.92,0
12.981488,77.577577,Vandalism,2.8,2024-06-18,07:05,7,Chickpet,0.54,1.0,0.63,0.85,0
12.928814,77.614054,Vehicle Theft,5.6,2023-09-11,00:47,0,Koramangala,0.39,0.58,0.9,0.63,1
12.939262,77.61969,Robbery,8.9,2023-02-11,00:26,0,Domlur,0.99,0.73,0.55,0.48,1
13.004036,77.572307,Pickpocketing,2.3,2024-05-22,19:52,19,Rajajinagar,0.32,0.56,0.11,0.76,0
12.96122,77.579208,Eve Teasing,5.6,2023-04-03,20:15,20,Chickpet,0.11,0.67,0.25,0.51,1
12.986028,77.588893,Vandalism,2.9,2023-05-22,00:29,0,Shivajinagar,0.89,0.41,0.81,0.43,1
12.967841,77.628723,Cybercrime,5.5,2024-01-30,00:55,0,Indiranagar,0.9,0.33,0.13,0.48,1
12.92099,77.61959,Vehicle Theft,4.7,2023-08-01,19:34,19,Koramangala,0.81,0.08,0.89,0.76,0
12.959325,77.639622,Theft,5.6,2023-04-24,00:23,0,Domlur,0.44,0.47,0.14,0.43,1
12.986015,77.56827,Drug Offense,7.3,2023-05-22,17:45,17,Majestic,0.98,0.24,0.2,0.53,0
12.956334,77.660953,Vandalism,3.5,2023-08-19,22:13,22,Indiranagar,0.39,0.9,0.55,0.48,1
12.902401,77.608884,Theft,3.9,2024-06-23,21:28,21,Bannerghatta Road,0.85,0.47,0.58,0.84,1
13.091413,77.601823,Vehicle Theft,5.0,2024-12-10,23:51,23,Yelahanka,0.83,0.94,0.16,0.9,1
12.994759,77.542718,Cybercrime,3.7,2023-03-20,12:57,12,Rajajinagar,0.2,0.28,0.73,0.55,0
12.916002,77.606978,Eve Teasing,4.2,2024-11-29,23:01,23,BTM Layout,0.59,0.13,0.41,0.5,1
13.002315,77.570987,Theft,5.5,2023-08-26,19:01,19,Chickpet,0.85,0.52,0.4,0.62,0
12.979677,77.552802,Assault,7.1,2024-07-15,01:44,1,Majestic,0.5,0.3,0.22,0.81,1
12.978621,77.594035,Robbery,7.1,2023-10-23,07:30,7,Chickpet,0.79,0.05,0.42,0.51,0
13.090907,77.62303,Robbery,7.6,2023-07-06,22:45,22,Yelahanka,0.98,0.84,0.72,0.7,1
12.958386,77.625876,Robbery,9.0,2024-08-11,21:02,21,Indiranagar,0.21,0.26,0.27,0.61,1
12.994864,77.745399,Theft,3.5,2024-07-06,11:09,11,Whitefield,0.98,0.53,0.21,0.12,0
12.816091,77.649109,Cybercrime,4.3,2023-01-05,14:59,14,Electronic City,0.97,0.55,0.56,0.68,0
12.918865,77.572563,Vehicle Theft,5.9,2024-08-10,23:48,23,Bannerghatta Road,0.7,0.8,0.76,0.93,1
13.020998,77.61923,Assault,8.6,2023-05-23,23:30,23,Hebbal,0.71,0.12,0.12,0.66,1
12.899914,77.606876,Eve Teasing,3.2,2024-10-18,18:20,18,BTM Layout,0.28,0.53,0.8,0.79,0
12.981463,77.546808,Eve Teasing,4.8,2024-11-18,22:54,22,Rajajinagar,0.96,0.98,0.45,0.54,1
13.000386,77.596422,Vandalism,3.3,2024-02-12,22:58,22,Majestic,0.23,0.85,0.43,0.44,1
12.965542,77.568021,Vehicle Theft,5.6,2023-03-31,23:28,23,Chickpet,0.29,0.89,0.77,0.47,1
12.980043,77.598303,Cybercrime,4.7,2024-02-29,23:57,23,Chickpet,0.23,0.59,0.18,0.29,1
12.992088,77.571293,Cybercrime,3.3,2024-08-27,16:21,16,Chickpet,0.78,0.09,0.47,0.92,0
12.909392,77.609883,Pickpocketing,3.7,2023-05-21,17:45,17,BTM Layout,0.28,0.83,0.36,0.54,0
12.933566,77.631048,Vehicle Theft,4.7,2024-04-19,09:31,9,Koramangala,0.3,0.79,0.24,0.37,0
12.975209,77.56464,Cybercrime,4.2,2023-07-03,21:57,21,Majestic,0.54,0.69,0.32,0.21,1
12.889443,77.604775,Vehicle Theft,5.2,2024-08-18,21:38,21,BTM Layout,0.53,0.44,0.33,0.72,1
13.00306,77.54806,Chain Snatching,4.1,2023-09-23,20:36,20,Rajajinagar,0.25,0.06,0.39,0.89,1
12.876205,77.575206,Robbery,7.1,2024-10-13,21:17,21,Bannerghatta Road,0.92,0.36,0.36,0.58,1
12.951979,77.579158,Chain Snatching,4.5,2023-04-07,21:40,21,Chickpet,0.64,0.17,0.39,0.38,1
12.985838,77.701358,Vehicle Theft,4.6,2023-12-27,23:06,23,Marathahalli,0.84,0.01,0.57,0.44,1
12.816383,77.651517,Cybercrime,3.9,2024-05-30,05:06,5,Electronic City,0.3,0.19,0.91,0.65,1
12.96634,77.585389,Drug Offense,7.1,2023-04-27,22:35,22,Shivajinagar,0.48,0.92,0.2,0.22,1
12.852842,77.639475,Theft,3.5,2024-03-28,21:44,21,Random Spread,0.9,0.6,0.79,0.41,1
12.896722,77.580878,Vehicle Theft,3.4,2024-12-11,21:14,21,Bannerghatta Road,0.23,0.23,0.21,0.22,1
12.861346,77.59321,Chain Snatching,4.3,2023-01-20,21:50,21,Bannerghatta Road,0.8,0.76,0.14,0.2,1
12.989112,77.648568,Drug Offense,7.7,2023-02-14,03:07,3,Random Spread,0.16,0.67,0.78,0.8,1
12.938198,77.705544,Vandalism,3.3,2023-01-30,23:11,23,Marathahalli,0.18,0.85,0.95,0.95,1
12.960538,77.631888,Assault,8.1,2024-09-19,02:32,2,Domlur,0.32,0.57,0.19,0.62,1
12.963414,77.705051,Theft,5.9,2023-06-25,00:12,0,Marathahalli,0.91,0.54,0.98,0.19,1
12.95295,77.701862,Eve Teasing,4.5,2024-08-26,22:30,22,Marathahalli,0.27,0.67,0.2,0.85,1
12.980988,77.743247,Pickpocketing,3.2,2023-11-18,18:14,18,Whitefield,0.21,0.11,0.22,0.79,0
12.924055,77.567384,Vehicle Theft,4.0,2023-04-29,21:05,21,Jayanagar,0.45,0.46,0.76,0.72,1
13.039163,77.591516,Cybercrime,6.9,2024-03-14,13:18,13,Random Spread,0.27,0.07,0.86,0.53,0
12.877579,77.584859,Assault,7.7,2024-02-10,01:31,1,Bannerghatta Road,0.49,0.66,0.18,0.23,1
12.907565,77.630717,Pickpocketing,4.8,2023-06-22,03:47,3,BTM Layout,0.16,0.98,0.4,0.64,1
13.005271,77.692515,Pickpocketing,3.5,2024-12-31,17:46,17,Marathahalli,0.79,0.59,0.78,0.82,0
13.099777,77.600683,Pickpocketing,4.9,2024-05-11,19:38,19,Yelahanka,0.56,0.15,0.51,0.21,0
12.851835,77.684071,Cybercrime,3.1,2023-02-24,20:08,20,Electronic City,0.85,0.5,0.12,0.26,1
12.923037,77.581682,Vandalism,3.2,2023-04-09,04:19,4,Jayanagar,0.78,0.66,0.57,0.54,1
13.118087,77.593333,Cybercrime,5.0,2023-09-25,21:31,21,Yelahanka,0.59,0.81,0.59,0.12,1
13.001716,77.514175,Theft,3.8,2024-01-21,03:24,3,Rajajinagar,0.5,0.04,0.26,0.69,1
12.928656,77.593879,Vehicle Theft,4.3,2023-11-16,05:31,5,Bannerghatta Road,0.74,0.49,0.2,0.71,1
13.024207,77.603106,Drug Offense,6.4,2023-06-10,18:30,18,Hebbal,0.56,0.39,0.55,0.97,0
